Train | Epoch: 1 | Loss: 0.634
Train | Epoch: 2 | Loss: 0.226
Train | Epoch: 3 | Loss: 0.095
Train | Epoch: 4 | Loss: 0.051
Train | Epoch: 5 | Loss: 0.031
Train | Epoch: 6 | Loss: 0.019
Train | Epoch: 7 | Loss: 0.010
Train | Epoch: 8 | Loss: 0.008
Train | Epoch: 9 | Loss: 0.006
Train | Epoch: 10 | Loss: 0.006
Train | Epoch: 11 | Loss: 0.004
Train | Epoch: 12 | Loss: 0.005
Train | Epoch: 13 | Loss: 0.003
Train | Epoch: 14 | Loss: 0.002
Train | Epoch: 15 | Loss: 0.002
Train | Epoch: 16 | Loss: 0.002
Train | Epoch: 17 | Loss: 0.002
Train | Epoch: 18 | Loss: 0.001
Train | Epoch: 19 | Loss: 0.002
Train | Epoch: 20 | Loss: 0.001
Train | Epoch: 21 | Loss: 0.001
Train | Epoch: 22 | Loss: 0.001
Train | Epoch: 23 | Loss: 0.004
Train | Epoch: 24 | Loss: 0.002
Train | Epoch: 25 | Loss: 0.003
Train | Epoch: 26 | Loss: 0.001
Train | Epoch: 27 | Loss: 0.002
Train | Epoch: 28 | Loss: 0.005
Train | Epoch: 29 | Loss: 0.003
Train | Epoch: 30 | Loss: 0.001
PR | Epoch 30 | 0.97400 0.00018 0.96851 0.08968 0.96918 0.17948 0.96928 0.26925 0.96017 0.35562 0.96197 0.44536 0.96248 0.53471 0.95940 0.62183 0.95337 0.70620 0.95514 0.79595 0.95606 0.88524 0.93496 0.95228 0.86208 0.95786 0.79635 0.95857 0.74006 0.95933 0.69123 0.96005 0.64841 0.96061 0.61068 0.96125 0.57713 0.96188 0.54722 0.96270 0.52030 0.96352 
Test | Epoch 30 | MAP: 0.953 | Best MAP: 0.953
Train | Epoch: 31 | Loss: 0.000
Train | Epoch: 32 | Loss: 0.003
Train | Epoch: 33 | Loss: 0.003
Train | Epoch: 34 | Loss: 0.000
Train | Epoch: 35 | Loss: 0.000
Train | Epoch: 36 | Loss: 0.001
Train | Epoch: 37 | Loss: 0.003
Train | Epoch: 38 | Loss: 0.001
Train | Epoch: 39 | Loss: 0.000
Train | Epoch: 40 | Loss: 0.000
Train | Epoch: 41 | Loss: 0.000
Train | Epoch: 42 | Loss: 0.000
Train | Epoch: 43 | Loss: 0.000
Train | Epoch: 44 | Loss: 0.000
Train | Epoch: 45 | Loss: 0.000
Train | Epoch: 46 | Loss: 0.000
Train | Epoch: 47 | Loss: 0.002
Train | Epoch: 48 | Loss: 0.007
Train | Epoch: 49 | Loss: 0.002
Train | Epoch: 50 | Loss: 0.001
Train | Epoch: 51 | Loss: 0.001
Train | Epoch: 52 | Loss: 0.001
Train | Epoch: 53 | Loss: 0.000
Train | Epoch: 54 | Loss: 0.000
Train | Epoch: 55 | Loss: 0.001
